sentence1,sentence2,label
"Минимизировать отвлекающие факторы","Устранение внешних помех для фокусировки",0.6
"Оптимизировать процессы разработки","Внедрение Agile, Scrum, Kanban для повышения эффективности",0.6
"Разрабатывать политики безопасности","Создание правил и процедур для обеспечения защиты данных",0.6
"Формулирует взаимосвязанные задачи для достижения цели","Ставить задачи команде разработчиков",0.6
"Работать с политиками конфиденциальности","Создание и внедрение правил для защиты персональных данных",0.6
"Автоматизировать бизнес-процессы","Внедрение цифровых решений для оптимизации рутинных операций",0.6
"Проектировать интерьеры помещений","Создание 3D-визуализаций и согласование дизайна с заказчиком",0.6
"Проводить аудит безопасности данных","Анализ уязвимостей и проверка соответствия стандартам",0.6
"Численные методы","Оптимизация алгоритмов в MATLAB",0.6
"Управлять изменениями в проекте","Контроль влияния изменений требований на сроки и бюджет",0.6
"Использовать стандартную библиотеку Java","Применение коллекций, потоков ввода-вывода и многопоточности",0.6
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.9
"Координировать действия с коллегами","Синхронизация усилий для достижения общей цели",0.6
"Управлять зависимостями","Контроль библиотек и внешних сервисов",0.6
"Работать с нормативными требованиями","Соблюдение стандартов GDPR, ISO и других регламентов",0.6
"Реализовывать алгоритмы на языке программирования","Написание кода для классических алгоритмов",0.6
"Оказывать юридическую консультацию","Разработка договоров и правовых документов для бизнеса",0.6
"Отлаживать программы","Использование инструментов отладки для поиска ошибок",0.6
"Обеспечивать кросс-браузерность","Тестирование и адаптация кода под разные браузеры",0.6
"Оптимизировать набор тест-кейсов","Удаление дублирующих, устаревших тестов",0.6
"Создавать use-case диаграммы","Описание функциональных требований через акторов и случаи использования",0.6
"Планировать выполнение работ по макету","Ставить сроки для дизайна",0.6
"Читать профессиональную литературу","Понимание технической документации, статей, руководств на английском",0.6
"Покрывать функциональность тестами","Создание тест-кейсов для всех основных функций системы",0.6
"Оценивать технические риски","Анализ вероятности сбоев в работе ПО, оборудования, инфраструктуры",0.6
"Оптимизировать затраты на облачные сервисы","Мониторинг и оптимизация расходов на использование ресурсов",0.6
"Выявлять узкие места","Поиск проблем в системе, возникающих при высокой нагрузке",0.6
"Создавать UML-диаграммы","Моделирование классов, последовательностей и активностей",0.6
"Использовать NoSQL базы данных","Работа с MongoDB, Redis, Cassandra",0.6
"Разрабатывать стратегию цифровой трансформации","Создание плана перехода на цифровые технологии",0.6
"Анализировать требования","Оценка полноты, согласованности и реализуемости требований",0.6
"Тестировать на отказоустойчивость","Проверка системы на способность работать при сбоях, повышенной нагрузке",0.6
"Участвовать в совместном принятии решений","Вклад в обсуждение и поиск оптимальных решений",0.6
"Внедрять ERP-системы","Настройка и интеграция системы под бизнес-процессы компании",0.6
"Обрабатывать формы и данные","Валидация и безопасная обработка пользовательского ввода",0.6
"Проводит критический анализ различных источников информации","Проверять качество технической документации",0.6
"Разрабатывает техническую документацию","Писать API-спецификации",0.6
"Планировать задачи","Создание четкого плана на день, неделю, месяц с приоритетами",0.6
"Документировать каждый этап","Создание подробной документации для всех этапов жизненного цикла",0.6
"Работать с ERP-системами","Настройка и внедрение 1С, SAP и прочих корпоративных решений",0.6
"Тестировать мобильные приложения","Выполнение функционального, нагрузочного и юзабилити-тестирования",0.6
"Собирать и очищать данные","Извлечение данных из различных источников и их предварительная обработка",0.6
"Мониторить угрозы","Отслежнивание подозрительной активности",0.7
"Создавать прототипы","Разработка кликабельных прототипов в Figma, Adobe XD для тестирования концепций",0.7
"Использовать инструменты нагрузочного тестирования","Работа с JMeter, LoadRunner, Gatling, аналогами",0.7
"Разрабатывать программное обеспечение","Написание кода в соответствии с утвержденным дизайном",0.7
"Мониторить облачные ресурсы","Использование инструментов мониторинга облака",0.7
"Анализировать рынок IT-услуг","Использование инструментов анализа данных для исследования рынка",0.7
"Разрабатывать технические решения","Проектирование систем автоматизации на основе требований заказчика",0.7
"Анализировать требования","Сбор и формализация требований заказчика для разработки ПО",0.7
"Обеспечивать визуальную согласованность","Использование гайдлайнов и стилевых правил для единообразия",0.7
"Мониторить риски","Отслеживание выявленных рисков и их динамики",0.7
"Фиксировать требования на старте","Сбор и документирование всех требований перед началом разработки",0.7
"Автоматизировать документооборот","Разработка и внедрение систем автоматизации документооборота",0.7
"Обрабатывать данные для обучения","Предобработка изображений, текстов, временных рядов",0.7
"Оптимизировать производительность","Уменьшение времени отклика и минимизация нагрузки на сервер",0.7
"Классифицировать тесты по типам","Разделение тест-кейсов на функциональные, регрессионные и нагрузочные",0.7
"Инженерная графика","Проектирование деталей и узлов для машиностроения и строительства",0.7
"Интегрировать базы данных с приложениями","Подключение баз данных к backend-системам",0.7
"Писать чистый JavaScript","Создание функционального кода без использования сторонних библиотек",0.7
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений",0.7
"Опытный Java-разработчик","Оптимизация производительности Java-приложений и работа с многопоточностью",0.7
"Работать с микросервисами","Разработка и интеграция микросервисов",0.7
"Анализировать результаты кластеризации","Интерпретация групп данных и их значимости для бизнеса",0.7
"Автоматизировать документооборот","Интеграция системы документооборота",0.7
"Обрабатывать неструктурированные данные","Очистка и нормализация текста токенизация, лемматизация",0.7
"Работать с Product Backlog","Формирование, приоритизация и уточнение задач в бэклоге продукта",0.7
"Разрабатывать дашборды","Создание интерактивных панелей в Tableau, Power BI, Google Data Studio",0.7
"Обрабатывать большие объемы текстовых данных","Использование Big Data инструментов для анализа текстов",0.7
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений IDS",0.7
"Экспериментировать с решениями","Тестирование новых идей без страха ошибок",0.7
"Проектировать архитектуру АСУ","Разработка структуры системы для автоматизации бизнес-процессов",0.7
"Тестировать UX-решения","Проведение тестирования и анализ результатов для улучшения интерфейсов",0.7
"Документировать разработку","Создание технической документации для разработчиков и пользователей",0.7
"Переносить локальную инфраструктуру в облако","Миграция данных и приложений из локальной среды в облачную",0.7
"Управлять версиями кода","Эффективная работа с Git для контроля изменений и совместной разработки",0.7
"Определять последствия рисков","Оценка влияния рисков на проект, бизнес, систему",0.7
"Использовать структуры данных","Применение массивов, списков, деревьев, графов и хэш-таблиц",0.7
"Администрировать PostgreSQL","Настройка пользователей, ролей и прав доступа к базе данных",0.7
"Выполнять задачи в условиях жестких дедлайнов","Соблюдение сроков разработи проекта",0.7
"Настраивать учетные операции","Автоматизация финансового, управленческого и складского учета",0.7
"Общаться в письменной форме","Написание четких и грамотных писем, отчетов, сообщений",0.7
"Использовать диаграммы состояний","Моделирование жизненного цикла объектов в системе",0.8
"Писать объектно-ориентированный код","Создание классов, интерфейсов и реализация принципов ООП",0.8
"Разрабатывать алгоритмы","Создание оптимальных решений для обработки данных и выполнения задач",0.8
"Интерпретировать данные через визуализацию","Объяснение данных через понятные визуальные элементы",0.8
"Анализировать результаты тестов","Оценка метрик время отклика, пропускная способность, отказы",0.8
"Тестировать функционал ПО","Проверка работы системы на соответствие требованиям",0.8
"Использовать информационные технологии","Использование IT-инструментов для повседневной работы",0.8
"Применяет методы финансового планирования","Оценивать бюджет разработки",0.8
"Разрабатывать информационные системы","Проектирование и внедрение систем для автоматизации бизнес-процессов",0.8
"Работать с API","Создание RESTful API, интеграция с внешними сервисами",0.8
"Инженерная графика и черчение","Умение работать в AutoCAD",0.8
"Интегрировать с другими системами","Подключение 1С:ERP к CRM, WMS, внешним сервисам",0.8
"Автоматизировать процессы","Применение технологий для ускорения процессов",0.8
"Взаимодействие между отделами","Координация работы различных подразделений",0.8
"Использовать языки программирования","Применение Python, Java, C++",0.8
"Оптимизировать код","Поиск и устранение узких мест для повышения производительности программы",0.8
"Проектировать удобные интерфейсы","Создание интуитивно понятных и простых в использовании UI/UX",0.8
"Создавать Use Cases","Описание взаимодействия пользователя с системой через сценарии использования",0.8
"Проектировать архитектуру системы","Разработка структуры и интеграции модулей информационной системы",0.8
"Создавать сценарии нагрузки","Моделирование пользовательских действий для проверки системы под нагрузкой",0.8
"Использовать очереди задач","Реализация очередей для управления задачами",0.8
"Внедрять программное обеспечение","Устанавливать и кофигурировать программное обеспечение ",0.8
"Проверять полноту требований","Убедиться, что все аспекты проекта покрыты требованиями",0.9
"Публиковать приложения в магазины","Отправка приложений в App Store и Google Play",0.9
"Управлять сетевой инфраструктурой","Конфигурирование маршрутизаторов, коммутаторов и брандмауэров",0.9
"Использовать сканирование объектов","Перевод реальных объектов в цифровые модели через 3D-сканирование",0.9
"Очищать и предобрабатывать данные","Удаление дубликатов, обработка пропусков и нормализация данных",0.9
"Писать качественный код","Соблюдение принципов clean code и использование паттернов проектирования",0.9
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.9
"Обеспечивать согласованность UML-диаграмм","Синхронизация различных типов диаграмм для целостности проекта",0.9
"Составлять четкие тест-кейсы","Описание шагов, ожидаемых результатов и критериев успеха",0.9
"Выполнять настройку параметров печати","Калибровать цвета для вывода",0.9
"Проектировать базы данных","Создание структуры таблиц, связей и нормализация данных",0.9
"Квантовая механика","Опыт работы с квантовыми вычислениями",0.9
"Переводить тексты","Выполнение перевода документов, материалов",0.9
"Проектирование базы данных","Создание ER-диаграмм и проектирование структуры баз данных",0.9
"Использовать метрики Agile","Отслеживание скорости команды, burndown-чартов и других показателей",0.9
"Обучать сотрудников кибербезопасности","Проведение тренингов по распознаванию фишинга",0.9
"Изучать новые фреймворки","Исследование и тестирование новых фреймворков",0.9
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.9
"Обеспечивать безопасность кода","Защита от уязвимостей",0.9
"Документировать результаты тестирования","Фиксация фактических результатов и выявление дефектов",0.9
"Разбираться в базах данных","Понимание структуры таблиц и SQL-запросов",0.9
"Разрабатывать системное ПО","Создание драйверов, операционных систем, встраиваемых систем",0.9
"Использовать системы контроля версий","Работа с Git для управления изменениями в коде",0.9
"Работать в условиях многозадачности","Выполнение нескольких задач одновременно",0.9
"Выполнять базовую токенизацию","Разделение текста на слова, символы, предложения",0.9
"Планировать этапы разработки","Определение целей, задач и сроков для каждого этапа SDLC",0.9
"Описывать функциональность системы","Четкое определение действий, которые система должна выполнять",0.9
"Проектировать визуальные элементы","Создание кнопок, меню, форм и других интерактивных компонентов",0.9
"Управлять версиями ПО","Использование Git для контроля изменений в коде",0.9
"Проводить юзабилити-тестирование","Оценка удобства интерфейса через тесты",0.9
"Общаться на бытовые темы","Ведение разговора на повседневные темы с коллегами, клиентами",0.9
"Писать комментарии в коде","Добавление понятных и кратких комментариев для участков кода",0.9
"Формировать готовое техническое задание","Составлять ТЗ для интерфейса",0.9
"Разрабатывать модели ИИ","Создание алгоритмов машинного обучения и глубокого обучения",0.9
"Идентифицировать риски","Выявление потенциальных угроз и слабых мест в проекте, процессе",0.9
"Эффективно доносить информацию","Четкое и понятное изложение мыслей в устной и письменной форме",0.9
"Готовиться к переговорам","Сбор информации и определение целей перед встречей",0.9
"Ставить задачи команде разработчиков","Обеспечение задач командой разработчиков",0.9
"Поддерживать позитивную атмосферу","Создание комфортной среды для продуктивной работы",0.9
"Общаться на бытовые темы","Ведение разговора на повседневные темы с коллегами, клиентами",0.9
"Идентифицировать риски","Выявление потенциальных угроз и слабых мест в проекте, процессе",0.9
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.9
"Создавать базы данных","Проектирование реляционных и нереляционных баз данных",1.0
"Работать с библиотеками и фреймворками","Использование готовых инструментов для ускорения разработки",1.0
"Тестировать ПО","Выполнение функционального, регрессионного и нагрузочного тестирования",1.0
"Разрабатывать гипотезы","Построение предположений и проверка их на основе данных",1.0
"Управлять бюджетом проекта","Планирование и контроль расходов в рамках выделенных средств",1.0
"Резервировать данные","Создание регулярных backup'ов",1.0
"Настраивать облачные сервисы","Развертывание и настройка облачных инфраструктур AWS, Azure, Google Cloud",1.0
"Выполнять этапы последовательно","Строгая последовательность выполнения этапов без возврата к предыдущим",1.0
"Анализировать профилирование кода","Использование инструментов например, Profiler для выявления проблем",1.0
"Обеспечивать поддержку и сопровождение","Исправление ошибок и доработка функционала после выпуска",1.0
"Обучать клиентов использованию продукта","Проведение инструктажей, демонстраций функционала",1.0
"Создавать BPMN-диаграммы","Моделирование бизнес-процессов в нотации BPMN для их визуализации",1.0
"Анализировать тренды","Использование актуальных тенденций в разработке новых концепций",1.0
"Контролировать KPI процессов","Мониторинг ключевых показателей для оценки эффективности",1.0
"Обучать нейронные сети","Создание и настройка глубоких нейронных сетей для  задач",1.0
"Приоритизировать риски","Ранжирование рисков по уровню критичности",1.0
"Учитывать граничные условия","Тестирование работы системы на предельных значениях входных данных",1.0
"Настраивать и кастомизировать ПО","Адаптация системы под специфику бизнес-процессов",1.0
"Оптимизировать гиперпараметры","Настройка параметров для улучшения модели",1.0
"Разрабатывать логическую модель данных","Описание данных без привязки к конкретной СУБД",1.0
"Разрабатывать API","Проектирование RESTful, GraphQL API для взаимодействия между сервисами",1.0
"Определять акторов системы","Идентификация пользователей, внешних систем, взаимодействующих с системой",1.0
"Мониторить риски","Постоянное отслеживание выявленных рисков",1.0
"Оптимизировать визуальное восприятие","Применение принципов минимализма и акцентирования ключевых данных",1.0
"Убеждать и аргументировать","Использование логики и фактов для поддержки своей позиции",1.0
"Оптимизировать производительность приложений","Повышение скорости работы программы",1.0
"Устанавливать дедлайны","Определение реальных сроков выполнения задач",1.0
"Оптимизировать автотесты","Улучшение производительности и стабильности тестовых сценариев",1.0
"Проводить аудит безопасности","Анализ системы на наличие уязвимостей и их устранение",1.0
"Работать с дизайн-системами","Создание и поддержка библиотек компонентов для согласованности дизайна",1.0
"Проводить юзабилити-тестирование","Оценка удобства интерфейса через тесты с реальными пользователями",1.0
"Разрабатывать модульную структуру","Организация кода в виде компонентов для удобства поддержки",1.0
"Выполнять рендеринг","Подготовка финальных изображений, видеороликов в высоком качестве",1.0
"Тестировать информационные системы","Проверка работоспособности и выявление ошибок перед запуском",1.0
"Описывать функции и модули","Четкое указание входных данных, выходных данных и целей функций",1.0
"Интегрировать API","Подключение внешних сервисов к приложению",1.0
"Тестировать программное обеспечение","Написание unit-тестов, интеграционных тестов и автоматизация проверок",1.0
"Обрабатывать события в реальном времени","Работа с WebSocket, Server-Sent Events для мгновенных обновлений",1.0
"Работать с морфологическими токенизаторами","Разделение текста с учетом языковых особенностей",1.0
"Разрабатывать чат-боты","Создание диалоговых систем на основе NLP-моделей",1.0
"Приоритизировать требования","Распределение задач по важности",1.0
"Обеспечивать кибербезопасность","Разработка и внедрение комплексных стратегий защиты информационных систем",1.0
"Реализация математического моделирования","Разработка математических моделей для решения прикладных задач",1.0
"Обучать сотрудников работе с CRM","Проведение тренингов для использования CRM",1.0
"Описывать нефункциональные требования","Учет производительности, безопасности, масштабируемости и удобства",1.0
"Создавать BPMN-диаграммы","Моделирование бизнес-процессов в нотации BPMN",1.0
"Писать тест-кейсы","Создание инструкций для тестов",1.0
"Защищать данные в облаке","Настройка шифрования и контроля доступа в облачных хранилищах",1.0
"Обучать пользователей 1С:ERP","Проведение тренингов для сотрудников по работе с 1С:ERP",1.0
"Осуществлять тестирование интерфейсов","Написание unit-тестов и проведение кросс-браузерного тестирования",1.0
"Использовать инструменты анализа данных","Применение SQL, Excel, Power BI для анализа и визуализации данных",1.0
"Понимать устную речь","Восприятие информации из подкастов, видео, живой речи",1.0
"Разрабатывать требования к удобству использования","Описание UX/UI-критериев для удобства пользователей",1.0
"Разработать сложное веб-приложение на React с адаптивностью.","Провести точную операцию на открытом сердце с подготовкой.",0.0
"Оптимизировать высоконагруженную производительность базы данных MySQL.","Спроектировать детальный чертеж небоскреба с расчетами.",0.0
"Настроить автоматизированный CI/CD для сборки кода ежедневно.","Провести тщательный химический анализ почвы в лаборатории.",0.0
"Реализовать продвинутый алгоритм машинного обучения с тестированием.","Составить подробный план озеленения парка с эскизами.",0.0
"Интегрировать безопасный API платежной системы в проект.","Диагностировать сложное генетическое заболевание с использованием генома.",0.0
"Создать эффективный скрипт для парсинга данных из источников.","Рассчитать устойчивую нагрузку на мостовую конструкцию точно.",0.0
"Провести тщательное тестирование безопасности сети с отчетом.","Разработать уникальный дизайн интерьера офиса с визуализацией.",0.0
"Настроить надежный сервер для облачного хранилища данных.","Провести кропотливую реставрацию исторического здания с экспертизой.",0.0
"Разработать функциональное мобильное приложение на Kotlin для пользователей.","Оценить высокое качество урожая на ферме с анализом.",0.0
"Автоматизировать быструю обработку логов системы с уведомлениями.","Составить сбалансированное меню для диетического питания клиентов.",0.0
"Разработать масштабируемую систему управления контентом на Python.","Провести сложную трансплантацию почки с высокой точностью.",0.0
"Настроить защищенную виртуальную сеть для удаленной работы.","Спроектировать прочную систему водоснабжения здания с чертежами.",0.0
"Оптимизировать сложные запросы к распределенной базе данных.","Создать детализированную архитектурную модель храма с визуализацией.",0.0
"Реализовать надежный механизм кэширования данных в приложении.","Приготовить изысканное блюдо высокой кухни с декором.",0.0
"Интегрировать многофункциональный чат-бот в корпоративный портал.","Осуществить точный замер геодезических параметров участка земли.",0.0
"Создать автоматизированный инструмент для анализа кода с отчетами.","Разработать эргономичную мебель для офиса с прототипом.",0.0
"Провести детальный аудит уязвимостей в серверной инфраструктуре.","Поставить правильный диагноз с использованием рентгеновских снимков.",0.0
"Настроить высокопроизводительный кластер для обработки потоков данных.","Составить грамотный план раскопок археологического объекта с картой.",0.0
"Разработать интерактивный интерфейс для управления умным домом.","Провести качественную экспертизу строительных материалов на прочность.",0.0
"Автоматизировать развертывание микросервисов с использованием Docker.","Создать уникальную цветочную композицию для выставки с дизайном.",0.0